,text,name,score,time_ms
205,svgiachero bedra maria docandreacaro alerissovazquez anfiorillo fabianatunez vickyvillarruel beatriz avilaok granadosdulceok daviddelapaz flosiviviana silviadiana1951 jorbertoni carobaroneba griherreraok yoladelatorre mariaeugeniagay waldoascua rominawinner wbritez vegaclara yanquee allanosmassa nancymonzon ariasferok claudiaalmont17 danydupuyok drarosananunez jornalistavitor x la empleada de la limpieza q lo contrajo x su pareja de montevideo q la visita los fines de semana no es panico ni paranoia es realidad estan ocultando nros y en colonia los casos son de profesionales en medicina si creen q esto termino recien esta empezando,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,154.37
193,jajajajajaja de verdad lo amo lo declaro presidente de la republica oriental de montevideo he dicho,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,63.82
275,actualizamos la intendencia de montevideo anuncio cambios en el transporte colectivo desde esta medianoche https t co 6wjpslya0v,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,38.695
1854,me quede mal con lo de montevideo rock,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,23.026
1853,annxugo no conoces yo soy de montevideo,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,36.975
156,esta es la cola a esta hora para poder comprar alcohol en gel en una drogueria de montevideo https t co 4buwdbhmu0,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,33.738
160,artuheber ojala puedas recorrer mas alla de montevideo aunque no hace falta para conocer el sistema de salud y las actuales condiciones las posibilidades y la infraestructura mas alla de el clinicas,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,67.325
298,mspuruguay telemundouy luislacallepou esto es hoy por la manana en una linea de buses de montevideo donde esta la distancia de un metro entre cada persona verguenza este muchacho tiene muchisima razon no vamos por turismo vamos a laburar https t co n3oy10nvef,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,63.321
1850,subrayado soyjulio3 3 propuestas a la intendencia de montevideo para mejorar la calidad de vida de los montevideanos y combatir coronavirus dr fabrizio bacigalupo https t co mzgljuf0kp,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,44.342
170,observadoruy claro y mientras tanto mi marido que trabaja en un hospital de montevideo sin un tapaboca sin nada de proteccion tiene que venir correr riesgo el y ponernos en riesgo a el y ami y mis hijos se ve que somos inmunes,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,76.302
123,fzoccolini los come de libertad si los otros de domingo y todos los de montevideo de domingo tambien,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,51.052
1785,cancion pa zurdos chetos de montevideo https t co ml15xtxhbe,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.763,26.724
679,montevideoim subrayado telenocheuy compresidencia vine desde el cerro al centro 6 00 am omnibus linea 137 lleno eliminan frecuencias para esto todo mal hacen,el-cerro-light&el-cerro-light,9.752,80.577
685,montevideoim subrayado telenoche vine desde el cerro al centro 6 00 am omnibus linea 137 lleno eliminan frecuencias para esto todo mal hacen,el-cerro-light&el-cerro-light,9.752,73.451
1092,cafio todavia lo estoy puteando cuando en montevideo contra penarol llego al area para patear y tiro un centro atras,penarol&penarol,9.716,62.286
1891,todonoticias buenas noches soy de montevideo el pasajero del buquebus estaba internado con coronavirus y se escapo del hospital de clinica en montevideo se entero en el barco que estaba contagiado,cerro-de-montevideo&cerro-de-montevideo-el-cerro,9.648,57.148
1231,bogator2019 raulvisca patriciajmadrid hicieron el calculo del 5 sobre el total de la poblacion 150mil y pusieron solo el total de camas de montevideo el mongo esta demas,cerro-de-montevideo&cerro-de-montevideo-el-cerro,9.648,45.576
1777,en tiempos convulsos siempre nos quedara febrero gabrielacaro javi r febrero2020 southamerica iguazu buenosaires montevideo santiagodechile glaciarexploradores puertovaras isladechiloe https t co wda4wpistb,iguazu&iguazu,9.614,14.69
1545,al hdp que se escapo de montevideo y volvio a ba en buquebus lo quiero preso por no decir otra barbaridad,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,34.937
286,aunque no pueda confirmarlo dire que el infeliz que se escapo con coronavirus del hospital de montevideo y se subio al buquebus es rugbier porque yo hablo de rugbier de piel no rugbier de alma,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,76.748
424,gera nunez1001 gerardo y la im de montevideo y canelones no podian anunciar aplazamiento de contribucion inmobiliaria y patente de rodados y sin aumento ya que estamos como esta la vacuna cubana un essssiiito,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,54.284
1189,18degc montevideo weathershot buenviernes https t co vjyjnj3xpd,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,83.884
673,elcordon la nueva esencia uruguaya se cocina aqui el barrio de montevideo del que todo el mundo habla uruguay https t co 4yj8gd6dp4,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,121.51
1532,es de pelicula uruguayo c corona se escapa de hospital de montevideo y llega a argentina en buquebus ar no hay control coronavirusargentina siguemeytesigo siguemeytesigodevuelta,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,58.205
1534,despues de escuchar la bateria de medidas del gobierno nacional espero las de la montevideoim y el anuncio de chdica a ver si le afloja un poco a los ciudadanos de montevideo y le difiere el cobro de los impuestos en este dificil momento luislacallepou coloybatllistas https t co fs3mwubkfd,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,147.371
190,sone que mama me decia quedate aca que ya viene papa de montevideo y de la felicidad sali yo a buscarlo por toda la ciudad atravese de todo para llegar y ahi fue que me di cuenta que era un sueno pero cuando estaba llegando a casa estaba ahi solo nos observaba y se reia,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,176.435
925,mujer en cuarentena desobedecio medida y viajo de montevideo a young en omnibus https t co 1pzu7icuws via elpaisuy,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,58.183
969,mujer en cuarentena desobedecio medida y viajo de montevideo a young en omnibus https t co heqadwngle a traves de elpaisuy,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,38.74
1041,si el boludo este fuera cualquiera de aca de montevideo 1 no le daria bola nadie 2 nos daria cringe por hacerse el lindo 3 basta solo tiene rulos y un aro,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,50.858
1639,sin futbol y en plena cuarentena los hinchas de nacional de montevideo la pasan muy bien en sus casas https t co kydow5y9lf,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,89.535
331,lulakooleston un argento con coronavirus se escapo del hospital de montevideo y se subio a un buquebus ahora esta todo el barco en cuarentena,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,50.783
110,observadoruy fallaron los controles en el aeropuerto de montevideo y el laboratorio privado debio haber informado a las autoridades nacionales sobre el caso,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,113.801
41,aunque no pueda confirmarlo dire que el infeliz que se escapo con coronavirus del hospital de montevideo y se subio al buquebus es rugbier porque yo no hablo de rugbier de piel sino rugbier de alma,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,79.85
1513,y cuando salen la intendencia de montevideo a mostrar sus planes de asistencia,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,29.551
1075,emigilcabrera ojala que todo salga buen para tu mama y esas 400 personas aca esta tremendo entender la cuarentena para algunos como carmela ahora este y otra mujer que se fue de la casa de montevideo a young en omnibus tenemos caso 100 casos y,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,135.948
199,leosarro montecarlo930 que raro no metiendo piedras en el camino ya que esta y tiene afinidad politica por que no habla con el intendente de montevideo y pide se hagan ajustes en contribucion inmobiliaria patentes impuestos de puerta asi una vez dan el ejemplo,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,148.199
357,despues de escuchar la bateria de medidas del gobierno nacional espero las de la montevideoim y el anuncio de chdica a ver si le afloja un poco a los ciudadanos de montevideo y le difiere el cobro de los impuestos en este dificil momento luislacallepou coloybatllistas,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,142.303
1817,rt todofierro rt todofierro rt todofierro rt d panelo tapettinato decile a grabia que carrasco es un barrio de montevideo y no una ciudad,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,104.602
463,baenegocios el soberbio irresponsable que padecia la pandemia y se escapo de su internacion de un hospital de montevideo y huyo en el buquebus en viaje a buenos aires infectando y poniendo en cuarentena 474 personas era un jugador de rugby tenia que serlo https t co kbofgl0veb,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,91.909
700,ahora conferencia de prensa de las autoridades de la universidad de la republica institut pasteur de montevideo y ministerio de salud publica sobre avances en desarrollo de test diagnostico para detectar coronavirus elaborado por cientificos de la udelaruy y el ipmontevideo,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,181.995
1175,correccion la distancia de montevideo a valencia es de 10 050 km no de 13 000 lo mismo para que aclarar este detalle si el mundo se acaba bueno no se digamos los valores correctos,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,43.935
1525,a los viejos del billar de montevideo y san martin les chupa todo un huevo se hace un picnic en coronavirus ahi,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,81.694
299,svgiachero bedra maria docandreacaro alerissovazquez anfiorillo fabianatunez vickyvillarruel beatriz avilaok granadosdulceok daviddelapaz flosiviviana silviadiana1951 jorbertoni carobaroneba griherreraok yoladelatorre mariaeugeniagay waldoascua rominawinner wbritez vegaclara yanquee allanosmassa nancymonzon ariasferok claudiaalmont17 danydupuyok drarosananunez jornalistavitor no esta controlado esto recien empieza licenciada y estan ocultando nros en colonia traen el virus de montevideo la sra de la limpieza se lo contagio su pareja q vive en montevideo estamos viendo si no nos contagio,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,152.396
1751,ahora si el pibe que se escapo del hospital de montevideo a buenos aires en el buquebus es rugbier y o cheto cerramos todo,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,9.601,52.857
1864,mtraviesog1 cossecarolina al contrario la camara empresarial si firmo el acuerdo quien no firmo el acuerdo fue el gobierno te lo digo porque mi viejo es obrero de la construccion,instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu&instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu,9.582,28.115
226,svgiachero bedra maria docandreacaro alerissovazquez anfiorillo fabianatunez vickyvillarruel beatriz avilaok granadosdulceok daviddelapaz flosiviviana silviadiana1951 jorbertoni carobaroneba griherreraok yoladelatorre mariaeugeniagay waldoascua rominawinner wbritez vegaclara yanquee allanosmassa nancymonzon ariasferok claudiaalmont17 danydupuyok drarosananunez jornalistavitor no hay barbijos ni alcohol en gel en las oficinas del estado se q es como piensan q el centro de su mundo es montevideo como bsas muestran si calles vacias pero la gente va al trabajo xq 1ero esta la economia 7 personas estamos viendo si no tenemos el virus,centro&centro,9.299,227.416
1463,aldana montevideana de 18 anos desaparecio el 16 de marzo zona centro compartir,centro&centro,9.299,104.086
1663,semillauruguay y eso que el centro es de los bastiones que tienen los partidos tradicionales en montevideo mirar ultimas elecciones estudiadas barrio a barrio,centro&centro,9.299,69.432
222,cossecarolina frente amplio control de precios manga de irresponsables,manga&manga,9.139,11.526
459,que manga de hijos de puta donaron el 20 2 lo que nos iba a faltar y pensaban desechar lo que recibimos y ahora los escuchas hablar y saben como arreglar todo,manga&manga,9.139,17.273
1868,a laborar manga de vagos llegan a las 6 a m en sus autos no en omnibus a romper las y hacen cebo todo el dia bien separados uno del otro de que se van a contagiar estan de vivos y todavia duros porque se tuvieron que meter las banderitas del fa en algun lado,manga&manga,9.139,24.248
359,cossecarolina lo unico q saco la im es el parking q ya nadie usa puesto q no hay nadie en el centro eso a las pymes no nos sirve para nada saquenos impuestos senora,centro&centro,9.088,84.62
239,definitivamente el gobierno anterior queria que la crisis sanitaria fuera lo peor posible una como donar a china insumos medicos puedo tomarla como estupidez ya esta es la segunda insumos medicos que se iban a destruir cuando el ex presidente es medico y sabia que se venia,hotel-presidente&hotel-presidente,9.069,24.722
1250,cossecarolina no digo que haya sido mal presidente de asse pero lo aplaudieron 14 no es un poco mucho ver cosas que no suceden y publicarlas como una noticia impactante hora de tomar la medicacion,hotel-presidente&hotel-presidente,9.069,11.322
550,luislacallepou presidente argentina esta en cuarentena obligatoria desde ayer por una semana entera la gente sigue haciendo en pequeno volumen actividades recreativas al aire libre en montevideo considere poner 2 cambios a la marcha antes que sea tarde triste y lamentable,hotel-presidente&hotel-presidente,9.069,18.576
508,pablopool7 no les importa nada montevideoim tiene que tomar cartas donde esta el intendente chdica presidente luislacallepou haga algo la gente no puede viajar en estas condiciones nunca pero en estos momentos mucho menos,hotel-presidente&hotel-presidente,9.069,21.801
1327,la gestion de daniel martinez dejo a la im con un endeudamiento de us 203 millones y ni una sola obra importante en mvd no pudo con la basura el transito es un caos en horas pico y tenemos uno de los boletos mas caros de la region se lo imaginan como presidente https t co q6amzkcgfe,hotel-presidente&hotel-presidente,9.069,23.643
709,cossecarolina frente amplio se que es un delirio pero con los sueldos de marzo de legisladores y presidente se podria hacer algo 1mes de salario para algunos es muchisimo para otros aunque sea una canasta por familia o algo hay quienes no tienen para comer,hotel-presidente&hotel-presidente,9.069,22.708
713,cossecarolina frente amplio a nadie le importa lo que digan ustedes aca el presidente es luislacallepou su tiempo ya paso y vos no sos nadie,hotel-presidente&hotel-presidente,9.069,32.852
1135,en serio con la mano en el bobo se imaginan siendo daniel martinez presidente con un escenario asi,hotel-presidente&hotel-presidente,9.069,8.656
411,cossecarolina tu presidente regalo insumos medicos a china sabiendo que los necesitabamos no han hecho mas que tirar mierda cuando ustedes no hicieron una mierda tenes el descaro de exigir algo no tenes derecho ni siquiera de hablar cossecarolina sinverguenza,hotel-presidente&hotel-presidente,9.069,17.256
174,alvillar siempre que esa sola voz no sea la del cocainomano del presidente aclaremos porque si no nos vamos al carajo,hotel-presidente&hotel-presidente,9.069,9.847
183,cossecarolina gracias caro peleen por nosotros ustedes que pueden si es por el presidente actual nos quedamos todos en la calle,hotel-presidente&hotel-presidente,9.069,12.017
83,menrod cossecarolina fedeleys con que todos los legisladores directores y presidente donen su sueldo de marzo hacemos bastante,hotel-presidente&hotel-presidente,9.069,13.291
300,alvillar como hacemos cuando la voz es la de nuestro irresponsable presidente,hotel-presidente&hotel-presidente,9.069,8.303
1721,los periodistas siguen operando para la izquierda estos temas los pasan de largo obvio solo preguntan al presidente si va a bajar las tarifas le siguen haciendo los mandados al frente es inaudito su nivel de arodillamiento por no decir otra cosa,hotel-presidente&hotel-presidente,9.069,15.315
1539,hay 94 casos de coronavirus en uruguay informa el presidente luislacallepou ahora por tvciudaduy,hotel-presidente&hotel-presidente,9.069,46.64
478,percomariana el mismo abulafia que se postulaba a presidente de la auf,hotel-presidente&hotel-presidente,8.906,12.054
601,cossecarolina oandradelallana disculpa yo soy del rubro y me calienta lo sorete que son con lo que plantearon por que no contemplan las barracas el panadero que va a la obra el almacenero de la vuelta de la obra y todo lo que mueve la industria de la construccion y hablan de solidaridad,instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu&instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu,8.767,28.359
172,undiacomohoy 1913 quinta edicion del clasico ferroviario del riodelaplata penarol 3 ferro 2 en montevideo aca las formaciones retratadas por la revista caras y caretas https t co 5oc5oz4ctv,penarol&penarol,8.616,34.324
181,que tanto puede decirnos una estampa del cementerio sobre el montevideo del siglo xix compartimos el analisis de una estampa producida hacia 1862 por la litografia alemana de ludovico wiegeland en montevideo https t co xnu5lci3rz culturaencasa mequedoencasa coronavirus https t co qbi0mo9vqf,cementerio-central&cementerio-central,8.553,25.082
523,cossecarolina si hoy es un dia especial para mi no lo puedo creer estoy de acuerdo en casi el 99 de lo que carolina dice en este twit el unico detalle es que para hacer honor al general tenes que dejar la manija viva los dirijentes responsables del fa viva uruguay,monumento-al-general-fructuoso-rivera&monumento-al-general-fructuoso-rivera,8.53,127.302
771,cossecarolina estos estan cuidando a la gran industria de la construccion y no a los trabajadores,instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu&instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu,8.344,15.529
626,el antel arena porque no lo ponen al servicio de la emergencia sanitaria carolina cosse no se te ocurrio plantear eso tu que fuiste quien aporto y mucho para la construccion del mismo,instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu&instituto-de-ensenanza-de-la-construccion-ingeniero-cayetano-carcavallo-utu,8.344,56.261
1803,mvd international malaysia s most famous specialist privateinvestigator with very fast outcome we provide private investigationservices at an affordable price now call us at 6012 2151776 https t co gbgsvzllcc https t co esqo1uy4mp,carrasco-international-airport&aeroport-international-de-carrasco-aeroporto-internacional-de-carrasco-aeropuerto-internacional-de-carrasco-aeroport-international-de-carrasco-carrasco-international-airport-flughafen-carrasco-mvd-mezhdunarodnyj-aehroport-karrasko-sumu-ka-la-si-ke-guo-ji-ji-chang-kalasako-gugjegonghang-karasuko-guo-ji-kong-gang-mezhdunarodnyi-aeroport-karrasko-karasukoguo-ji-kong-gang-qia-la-si-ke-guo-ji-ji-chang-karasako-gugjegonghang,8.282,14.017
1793,if you re looking for malaysia s best confidential investigationservices we re a privateinvestigator specialist from mvd international offering very low cost investigative services across malaysia then call 603 7866 0071 https t co doxlspfhpy https t co lpfaz1jggz,carrasco-international-airport&aeroport-international-de-carrasco-aeroporto-internacional-de-carrasco-aeropuerto-internacional-de-carrasco-aeroport-international-de-carrasco-carrasco-international-airport-flughafen-carrasco-mvd-mezhdunarodnyj-aehroport-karrasko-sumu-ka-la-si-ke-guo-ji-ji-chang-kalasako-gugjegonghang-karasuko-guo-ji-kong-gang-mezhdunarodnyi-aeroport-karrasko-karasukoguo-ji-kong-gang-qia-la-si-ke-guo-ji-ji-chang-karasako-gugjegonghang,8.282,27.656
1756,cossecarolina que farsante sos querida estamos asistiendo a una pandemia que afecta la economia global ojala tengas una vida bien larga y te puedas pagar un buen residencial,lar-centro-residencial&lar-centro-residencial,8.262,27.045
58,arielcasas616 cossecarolina ideas amigo ideas y creo que al nuevo gobierno no le viene nada mal que alguien le prenda la luz,islote-de-la-luz&isla-de-la-luz-isleta-luz-islote-de-la-luz-luz-island-piedra-de-la-mulata-roca-de-los-pajaros-roca-de-los-pajaros,8.187,21.786
1989,bixic0me me parece raro porque ademas se fue a tomarlo a colonia desde que salis del hospital en montevideo hasta que llegas a colonia pasan un par de horas el hospital tendria que haberlo notado creo que algo de informacion esta faltando,hospital-britanico&hospital-britanico,8.057,67.913
1118,cossecarolina anteldetodos estos momentos de gran complejidad son muy complicados a esta le dan una tortuga para que la cuide y se le escapa para mi se cayo de la hamaca cuando era chica por diooooos,arroyo-de-la-tortuga&arroyo-de-la-tortuga-arroyo-de-las-tortugas-ojos-de-agua,8.051,22.387
16,uruguay para sobrellevar la cuarentena y reforzar la campana quedateentucasa este 20m tvciudaduy presenta montevideo tropical en https t co zkbznfxft3 con miriambritos en concierto disfrutalo https t co 5xmf0izh74,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,8.018,123.234
360,reportevtv el alcalde del municipio maturin wilfredoordazt da cumplimiento a la campana quedateencasa para asi evitar la propagacion del covid 19 reporta mairelysmorale1 lasolidaridadvencealcoronavirus https t co qzqrbi1wfd,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,8.018,12.857
1744,el centenario floodlight floodlightfriday flutlicht flutlichtverruckt estadiocentenario centenario montevideo uruguay uruguay footballhistory history worldcup mundial cancha futbol estadio groundhopping thechickenbaltichronicles foo https t co diy3ne8p5k https t co qtgzm0aobf,cempre-uruguay&cempre-uruguay,8.016,146.76
846,puentecelsa pregunta la imm tomo ya la decision de aplicar suspensiones en los pagos de patente contribucion impuestos y todo lo que la intendencia nos cobra por que para reclamar hay que dar el ejemplo primero o sea que las intendencias de su partido van en linea con el gno nacional,hotel-nacional&hotel-nacional,7.914,111.203
642,la intendencia de mdeo por su bajo deficit esta en mejores condiciones que el gobierno nacional para postergar vencimientos cybertario,hotel-nacional&hotel-nacional,7.914,77.532
1144,confusas las declaraciones de curutchet recien en el informativo confusas las medidas que quiso comunicar confusas en pedir mas accion de parte del gobierno nacional si hay algo q no esta previsto en el digesto se lo votamos a la montevideoim en el dia a sumar no confundir,hotel-nacional&hotel-nacional,7.914,142.701
1845,esperando las medidas solidarias de la imm respecto a los impuestos si se lo piden al gobierno nacional imagino que ya tienen pronto un paquete de medidas que nos sorprendera https t co p8h6waythv,hotel-nacional&hotel-nacional,7.914,112.639
630,dmartinez uy hagan lo mismo que el gobierno nacional es decir difieran el pago de tributos departamentales patente contribucion impuestos de puerta etc ello seria algunas de muchas medidas que podria implementar la idm para colaborar con los montevideanos ante esta grave situacion,hotel-nacional&hotel-nacional,7.914,132.995
747,cossecarolina frente amplio desde el frente amplio han hecho blableteria y demostrado que clase de oposicion son ojala el pueblo recuerde y les pase factura por esta postura tan ventajista en medio de una emergencia nacional de salud,hotel-nacional&hotel-nacional,7.914,127.693
1591,glopezsecchi cossecarolina la im no es el gobierno nacional,hotel-nacional&hotel-nacional,7.914,55.289
1072,hace un mes estan con este aviso no podran informar sobre prevencion del virus la gente ya conoce la obra que inician antes de las elecciones suspendan suba de patentes contribuciones y tributos como reclaman al gobierno nacional,hotel-nacional&hotel-nacional,7.914,90.635
638,chdica bajar las frecuencias de los bus es cuidarnos la salud que tengamos que esperar mas de lo habitual es cuidarnos la salud como siempre lo menos la im y se quejan del gobierno nacional verguenza,hotel-nacional&hotel-nacional,7.914,133.071
351,nachoabalos elojochurrinche chdica imtransito pero lo plantearon al menos sacaron un comunicado como hicieron para exigirle al gobierno nacional,hotel-nacional&hotel-nacional,7.914,75.621
290,esto es tener en claro que hacer ante una situacion como la que estamos viviendo a ver si el pnacional y luislacallepou toman nota y dejan de poner medidas a la improvisada como estan haciendo son la verguenza nacional,hotel-nacional&hotel-nacional,7.914,90.278
291,asi se observan algunas vias en el municipio palavecino hoy a 4 dias de la cuarentena nacional decretado por el pdte nicolasmaduro ante la emergencia sanitaria covid 19 lasolidaridadvencealcoronavirus quedateencasa soycomunicadorclap nicolasmaduro mirnat vies https t co iofykyy2gu,hotel-nacional&hotel-nacional,7.914,139.124
189,atlantida montevideo montevideo maldonado maldonado montevideo montevideo atlantida la cuarentena se pasa en el auto el dia de hoy,departamento-de-montevideo&departamento-montevideo-departamento-de-montevideo-montevideo,7.871,17.035
658,igalvar71 primero come no es cooperativa es s a y segundo a ver si les queda claro de una vez q cutcsa manda mas q la im siempre hace lo que se le canta siempre priorizando la plata y defecandose en el pasajero,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,36.478
1866,kudelais cossecarolina la plata que recauda el sindicato es descontada del sueldo de los trabajadores que estan afiliados lo mas razonable es destinar ese dinero a las personas que lo aportan cuando lo necesitan cabecita de termo,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,20.683
461,cossecarolina y de donde sale la plata por proponer esta bien pero no te olvides q dejaron un deficit del mas del 5 por ciento,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,18.253
60,cossecarolina rodequ ya que estamos planteando ridiculeces yo propongo vender el antel arena y darle la plata a los jubilados,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,19.892
1195,cossecarolina increible increible es la plata que te gastaste haciendo una cancha de basketball burra eso es lo increible y el clinicas se cae a pedazos,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,22.575
440,sacullucas99 cossecarolina del mismo lugar que sale la plata para ayudar a las empresas,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,13.578
429,cossecarolina tenes el atrevimiento de salir a hablar vos y el pit cnt exigen que se exonere de pagos cuando te gastaste todo en el antel arenas por tu capricho cuando jamas explicaron que hicieron con toda la plata que no aparece el pit va a dejar de cobrar la cuota sindical,edificio-rio-de-la-plata&edificio-rio-de-la-plata,7.847,28.418
1468,se entiende por que hay que hacer auditorias y por que hay q hacerlas ahora sin esperar que pase la pandemia no hay manera de saber lo q se puede encontrar y seguramente haya cosas q sirvan para afrontar la pandemia asi sea informacion que respalden las decisiones del presidente,hotel-presidente&hotel-presidente,7.806,28.654
450,cossecarolina frente amplio las inmundicias zurdas estan haciendo politica en medio de una tragedia hay que escuchar las palabras del presidente las razones de por que sube las tarifas no se puede ser tan necio hay que sumar no restar,hotel-presidente&hotel-presidente,7.806,15.785
1256,en el segmento de hoy de extranos suenos de cuarentena cossecarolina ademas de la campana para la im trabaja tambien como cazafantasmas ya la quiero ver a nuestra futura intendenta en el ecto 1 recorriendo los barrios estarcercallegarlejos nocrucenlosrayos https t co 0kefvq7wgi,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,7.795,18.453
1938,carlos patto sanchez nacio en montevideo jugo en liverpool godoy cruz river plate arg puebla monterrey de mexico y desde julio de 2018 defiende a santos de brasil con la seleccion nacional disputo el mundial de rusia 2018 https t co akz4ebpp40,hotel-nacional&hotel-nacional,7.741,421.938
717,martin bernardo lasarte arrospide nacio en montevideo uruguay el 20 de marzo de 1961 es un exfutbolista y entrenador como jugador con nacional obtuvo la copa libertadores y la copa intercontinental en 1988 su trayectoria como tecnico comienza en 1996,hotel-nacional&hotel-nacional,7.741,322.752
1410,cossecarolina cosse no ganas nada dividiendo a la gente en politica aca se precisa union y una de las cosas que dijo azuzena es que lo que mas les preocupa son las personas desempleadas no dividas mas,union&union-union,7.739,22.343
961,artesanos del mercado te invita a pasar por nuestro local para mostrarte los regalos mas lindos te esperamos en calle montevideo y sarandi https t co xvnpshkiua,punta-sarandi&punta-sarandi,7.666,24.646
951,patriciaferndez pwlrlo cossecarolina porque no se lo pedis a las intendencias del interior tambien en su mayoria son blancas de seguro van a exonerar a la gente del interior verdad,pajas-blancas&pajas-blancas-playa-pajas-blancas,7.562,28.527
564,compay hostel dr emilio frugoni 1126 montevideo uruguay a 10 minutos del estadio centenario habitaciones desde 15 dolares habitaciones con bano privado aire acondicionado parrilla reservas al 0059895446587 compay hostel es tu lugar en uruguay,cempre-uruguay&cempre-uruguay,7.531,205.055
1808,en mvd shopping https t co u4p4rz3xfy,portones-shopping&portones-shopping,7.47,11.42
675,canelonlover aca en montevideo hay una idiota ricachona empresaria que tiene fue furor xq fue a un casamiento y contagio pero no queda ahi no respeta la cuarentena ayer andaba en el shopping de los 100 cagados q se conocen 20 maso fueron contagiados x ella jebi,portones-shopping&portones-shopping,7.47,37.901
87,todonoticias el martes 17 buquebus en una actitud criminal junto todas las frecuencias incluyendo a los pasajeros que debian subir en montevideo para subir al francisco a ellos los llevaron en bus hasta colonia el francisco salio de colonia completo 1000 pasajeros que fuimos hacinados,nueva-terminal-de-pasajeros&nueva-terminal-de-pasajeros,7.453,101.198
1197,cossecarolina otro gasto de 2 000 000 millones de dolores memorial del fa ciudad de libertad sp son una porqueria https t co ngzfhidksn,villa-dolores&villa-dolores,7.451,19.523
